data_case,variant,sharing,alpha,seed,round,cum_mb,pooled_val,pooled_test
unfiltered,fedgen_partial,partial,10.0,seed_123,4,0.5168914794921875,0.6043303417020564,0.6057281834385128
unfiltered,fedgen_partial,partial,10.0,seed_123,5,0.620269775390625,0.5974026650121769,0.6026252965993804
unfiltered,fedgen_partial_medoid,partial,10.0,seed_123,0,0.1033782958984375,0.628100973795592,0.6278517559263205
unfiltered,fedgen_partial_medoid,partial,10.0,seed_123,1,0.206756591796875,0.6088680651384031,0.6153797948146441
unfiltered,fedgen_partial_medoid,partial,10.0,seed_123,2,0.3101348876953125,0.6162727626056788,0.6136162508783981
unfiltered,fedgen_partial_medoid,partial,10.0,seed_123,3,0.41351318359375,0.5905486915624588,0.5969983167441519
unfiltered,fedgen_partial_medoid,partial,10.0,seed_123,4,0.5168914794921875,0.6188515558978638,0.6219727489681952
unfiltered,fedgen_partial_medoid,partial,10.0,seed_123,5,0.620269775390625,0.5932845187538555,0.6041158452205919
unfiltered,fedgen_zhu,partial,10.0,seed_123,0,0.1033782958984375,0.6030175183366673,0.6033666303094649
unfiltered,fedgen_zhu,partial,10.0,seed_123,1,0.206756591796875,0.6022029317273372,0.5978648271222967
unfiltered,fedgen_zhu,partial,10.0,seed_123,2,0.3101348876953125,0.6106270302265295,0.6049427255460038
unfiltered,fedgen_zhu,partial,10.0,seed_123,3,0.41351318359375,0.6147241387917233,0.6106953960606646
unfiltered,fedgen_zhu,partial,10.0,seed_123,4,0.5168914794921875,0.6228383770311179,0.6226030605418575
unfiltered,fedgen_zhu,partial,10.0,seed_123,5,0.620269775390625,0.6170089392367241,0.6166805488268082
unfiltered,fedgen_zhu,partial,10.0,seed_123,6,0.7236480712890625,0.6178876373244333,0.6157601616094308
unfiltered,fedgen_zhu,partial,10.0,seed_123,7,0.8270263671875,0.6046966471622292,0.602897026704883
unfiltered,fedgen_zhu,partial,10.0,seed_123,8,0.9304046630859375,0.6001516853331622,0.6049179880638025
unfiltered,fedgen_zhu,partial,10.0,seed_123,9,1.033782958984375,0.6017591077165545,0.5994884467918767
unfiltered,fedgen_zhu_code_full,full,10.0,seed_123,0,8.389549255371094,0.642856811755435,0.6394936473302234
unfiltered,fedgen_zhu_code_full,full,10.0,seed_123,1,16.779098510742188,0.6533370060153539,0.6472417773241768
unfiltered,fedgen_zhu_code_full,full,10.0,seed_123,2,25.16864776611328,0.6529759064928026,0.6501453409449744
unfiltered,fedgen_zhu_code_full,full,10.0,seed_123,3,33.558197021484375,0.6512917500151543,0.6486981125709638
unfiltered,fedgen_zhu_code_full,full,10.0,seed_123,4,41.94774627685547,0.6523700922449358,0.6488620494602036
unfiltered,fedgen_zhu_code_full,full,10.0,seed_123,5,50.33729553222656,0.6521183174124351,0.6472985272433878
unfiltered,fedgen_zhu_code_full,full,10.0,seed_123,6,58.726844787597656,0.6510954932982467,0.6461245841282627
unfiltered,fedgen_zhu_code_full_medoid,full,10.0,seed_123,0,8.389549255371094,0.642856811755435,0.6394936473302234
